"-887.399","84.7408","-94.8561"
"-868.625","90.3411","-188.2"
"-868.281","100.654","-397.478"
"-865.568","90.643","-190.998"
"-852.615","99.4307","-355.498"
"-802.926","84.7408","-2.56068"
"-801.215","96.9988","-249.897"
"-776.591","99.4307","-272.434"
"-747.229","105.467","824.991"
"-746.164","85.3237","47.6082"
"-718.401","84.7408","89.7924"
"-715.916","105.467","855.563"
"-713.482","82.2993","144.802"
"-691.763","109.745","-389.433"
"-687.645","91.2395","-8.72393"
"-674.133","105.467","896.356"
"-634.022","84.7408","181.985"
"-632.231","97.7479","853.437"
"-629.038","82.2993","237.066"
"-627.953","7.55044","574.24"
"-626.392","105.467","942.965"
"-607.85","74.0683","-626.275"
"-607.664","65.2068","1015.82"
"-606.856","25.8124","620.708"
"-605.788","370.67","1838.74"
"-601.809","109.857","1049.05"
"-595.632","100.327","-92.938"
"-592.533","55.7603","1537.17"
"-591.1","362.817","1798.33"
"-588.07","2.63302","541.041"
"-587.261","361.192","1762.32"
"-587.106","55.1057","1082.84"
"-586.524","51.6931","1412.32"
"-585.823","44.0183","667.033"
"-584.673","89.7939","-257.073"
"-580.514","47.6249","1287.45"
"-575.672","104.668","983.803"
"-574.503","43.5569","1162.58"
"-573.097","42.605","1133.36"
"-572.604","42.2713","1123.12"
"-571.638","86.5857","791.374"
"-570.718","77.9462","130.084"
"-570.598","40.9132","1081.43"
"-570.401","57.3679","701.001"
"-569.592","40.2323","1060.53"
"-566.983","38.4665","1006.33"
"-565.485","37.4524","975.199"
"-563.661","84.7408","258.862"
"-561.774","34.941","898.11"
"-560.172","33.8566","864.823"
"-559.754","61.6184","1016.45"
"-555.734","2.63302","526.36"
"-555.439","79.3136","594.507"
"-554.943","79.3949","262.351"
"-553.941","308.918","1696.1"
"-553.168","88.6513","-499.356"
"-552.368","96.1178","-377.945"
"-550.315","83.4997","-120.749"
"-549.284","75.6473","747.514"
"-546.043","82.2993","327.746"
"-543.472","337.355","1667.3"
"-542.787","81.2708","761.823"
"-539.228","33.8566","865.831"
"-537.328","32.5706","826.356"
"-535.589","68.1585","-704.998"
"-533.884","79.9955","662.168"
"-528.743","331.255","1520.95"
"-525.345","66.3682","-683.741"
"-522.005","78.043","13.2836"
"-515.295","118.833","-381.389"
"-514.347","33.8566","867.029"
"-512.07","2.63302","506.536"
"-511.111","80.8427","401.218"
"-507.962","31.0134","779.86"
"-504.976","75.7194","-696.594"
"-504.056","28.3693","698.697"
"-503.669","109.41","-177.107"
"-503.393","57.4565","1593.65"
"-501.947","26.9418","654.881"
"-500.75","284.263","1720.23"
"-499.147","25.047","596.719"
"-498.609","76.4882","716.524"
"-498.586","82.2431","528.431"
"-498.286","75.8031","-769.163"
"-497.345","23.827","559.271"
"-494.441","21.8613","498.931"
"-491.898","61.2077","509.812"
"-488.989","84.7408","340.45"
"-488.98","107.682","-125.928"
"-488.97","88.6957","894.997"
"-485.749","81.3136","793.691"
"-483.415","76.2284","726.886"
"-481.637","2.63302","492.719"
"-480.777","235.814","-664.423"
"-475.145","66.5206","498.522"
"-471.931","11.0347","514.097"
"-471.202","269.998","-663.503"
"-470.233","301.322","1279.61"
"-465.089","78.2385","501.996"
"-464.839","46.9282","1043.24"
"-461.531","82.2993","420.085"
"-459.895","105.541","-50.6243"
"-459.029","96.5897","132.294"
"-458.56","30.833","568.788"
"-453.873","81.4826","761.483"
"-453.031","81.8703","-49.5582"
"-450.813","29.3145","560.61"
"-449.208","57.4565","1596.25"
"-448.49","23.1444","540.619"
"-447.502","82.2431","776.922"
"-445.191","20.9119","472.092"
"-443.58","19.8213","438.616"
"-443.085","19.4865","428.338"
"-442.822","107.372","-69.2033"
"-442.04","31.0146","1039.03"
"-441.617","93.8665","206.682"
"-441.481","286.613","1161.01"
"-440.485","45.3146","1039.05"
"-440.379","17.6547","372.112"
"-440.236","47.6011","1039.05"
"-439.607","30.833","560.183"
"-437.57","15.7531","313.739"
"-437.167","15.4804","305.37"
"-436.876","389.989","-657.713"
"-436.77","81.8703","70.2404"
"-436.205","76.9486","-676.017"
"-436.077","42.0701","593.067"
"-435.885","76.9486","-728.058"
"-435.676","99.7514","-726.421"
"-434.631","207.668","-718.277"
"-434.51","82.2431","558.131"
"-433.705","82.2431","764.292"
"-431.654","283.759","-696.726"
"-431.06","55.4192","577.218"
"-430.987","35.6126","-634.314"
"-429.951","52.8972","1048.68"
"-426.948","404.098","-662.627"
"-425.985","428.003","-655.805"
"-425.793","42.7913","590.611"
"-424.799","51.8327","617.908"
"-421.785","75.4764","-717.774"
"-421.548","114.341","-187.645"
"-417.496","52.1625","1047.88"
"-417.011","82.2431","581.5"
"-416.49","52.6712","1054.01"
"-415.674","84.7408","420.553"
"-411.726","271.391","1038.28"
"-411.635","118.499","-261.34"
"-408.512","65.9306","653.781"
"-407.807","89.0879","-313.403"
"-407.281","82.2431","732.174"
"-405.197","83.2055","500.787"
"-402.334","72.7357","806.258"
"-400.381","82.2431","626.154"
"-397.356","84.7408","440.568"
"-395.48","103.562","59.9913"
"-395.006","82.2431","688.026"
"-393.928","81.8703","-156.137"
"-392.882","53.152","768.31"
"-384.141","29.2313","-598.614"
"-383.036","284.263","1763.01"
"-382.447","256.412","917.51"
"-381.726","81.6414","836.892"
"-380.658","68.7426","784.056"
"-380.046","24.382","1061.87"
"-379.381","112.647","779.54"
"-374.866","114.631","-142.536"
"-370.181","205.722","-667.645"
"-366.995","105.679","48.0613"
"-366.563","81.8703","174.3"
"-365.096","57.8259","697.262"
"-360.184","83.9683","496.887"
"-358.442","107.372","22.9911"
"-357.136","93.8665","298.986"
"-352.308","75.9831","1159.46"
"-349.939","40.748","1091.11"
"-349.891","57.1373","1089.72"
"-349.622","69.8516","1093.67"
"-346.89","73.1743","1126.46"
"-346.321","121.771","-256.496"
"-345.711","75.911","1153.26"
"-341.363","50.1069","-627.392"
"-338.685","127.929","-373.339"
"-331.246","88.891","-233.551"
"-329.695","96.1633","282.274"
"-328.572","73.8868","736.384"
"-326.683","76.9223","391.913"
"-326.332","57.4565","1602.17"
"-324.457","226.745","678.316"
"-321.298","74.341","611.697"
"-319.43","110.377","4.52755"
"-315.617","56.7609","717.436"
"-312.924","84.7408","532.819"
"-311.258","55.9578","712.971"
"-311.078","103.562","152.209"
"-309.311","49.5665","-696.737"
"-307.826","82.7621","750.921"
"-301.801","41.5166","-600.229"
"-300.668","112.647","683.29"
"-297.241","75.0432","-704.076"
"-295.09","20.9857","1066.38"
"-290.803","107.372","96.893"
"-289.873","93.2757","-442.319"
"-289.007","101.696","214.253"
"-286.754","100.404","242.972"
"-283.358","95.4651","1066.08"
"-282.821","123.722","-226.78"
"-282.568","112.647","592.099"
"-278.939","81.8703","-194.405"
"-275.966","76.6624","372.833"
"-275.921","114.147","372.441"
"-275.871","155.868","372.004"
"-273.355","48.8799","-652.702"
"-272.638","93.8665","391.31"
"-269.836","80.6969","759.329"
"-265.679","284.263","1805.67"
"-264.662","127.592","-285.623"
"-260.173","79.7987","674.538"
"-258.578","51.5378","1195.28"
"-257.509","344.103","871.409"
"-257.329","76.6624","374.956"
"-256.396","76.7424","382.711"
"-255.752","130.716","-339.389"
"-253.571","79.1849","616.596"
"-250.802","189.065","374.509"
"-249.765","172.957","-671.153"
"-249.576","84.7408","602.034"
"-249.164","87.1626","1246.69"
"-248.073","96.1633","371.455"
"-246.576","86.5491","-134.792"
"-246.382","51.5378","1192.83"
"-246.276","75.8016","293.907"
