"-853.682","1203.87","1750.57"
"-799.5","596.722","1271.09"
"-761.251","1150.63","1669.11"
"-746","620.404","1300.52"
"-736.005","777.261","1513.06"
"-723.04","702.676","1398.2"
"-712.364","608.211","1309.25"
"-705.796","608.211","1316.71"
"-693.257","725.942","1459.83"
"-678.322","702.676","1429.75"
"-674.487","702.676","1433.25"
"-673.564","702.676","1433.91"
"-646.29","702.676","1453.6"
"-632.031","587.193","1424"
"-621.13","615.904","1407.19"
"-620.028","631.597","1511.51"
"-613.463","46.6182","311.04"
"-610.147","40.6225","503.758"
"-607.908","608.211","1417.41"
"-606.595","651.907","1385.55"
"-599.838","44.8231","-266.106"
"-598.083","47.1159","168.277"
"-597.773","41.5704","467.898"
"-590.146","626.6","1464.39"
"-589.38","587.274","1388.73"
"-585.834","46.5012","-56.5361"
"-581.908","1203.87","1818.2"
"-577.085","34.6773","609.118"
"-571.989","726.305","1337.87"
"-540.119","32.3779","-599.205"
"-538.482","50.0387","-775.184"
"-534.777","45.4532","93.577"
"-532.349","33.3875","630.521"
"-524.473","36.58","-590.84"
"-510.82","36.9329","617.327"
"-501.132","32.2707","-632.233"
"-499.871","586.414","1202.01"
"-497.548","35.3057","-455.689"
"-492.264","33.7692","-468.916"
"-479.113","36.58","-570.127"
"-475.775","777.261","1660.67"
"-470.882","43.9004","-318.83"
"-451.843","528.676","1255.61"
"-442.757","38.7427","-248.608"
"-442.452","32.7448","-725.277"
"-435.363","1038.34","1503.69"
"-427.728","41.1546","43.3688"
"-424.799","903.863","1224.21"
"-422.423","34.7953","612.381"
"-415.156","1031.5","1533.62"
"-414.225","34.7885","-406.483"
"-410.741","33.1796","-774.681"
"-406.603","38.1195","-755.794"
"-404.975","1031.5","1536.27"
"-404.214","38.6673","-438.205"
"-400.917","38.4312","-805.477"
"-392.039","819.165","1749.91"
"-374.571","38.4233","-198.057"
"-356.09","865.302","1716.28"
"-352.991","1142.9","1756.59"
"-339.712","1203.87","1878.4"
"-331.672","1031.5","1552.79"
"-315.509","30.6747","671.02"
"-304.985","37.3045","-767.033"
"-290.684","1203.87","1890.66"
"-271.663","1203.87","1895.4"
"-258.832","41.9064","-770.627"
"-225.992","28.8682","-663.509"
"-223.662","31.4408","662.132"
"-223.16","31.4408","649.952"
"-178.623","30.9174","672.827"
"-177.953","244.264","1375.33"
"-159.269","56.0992","511.411"
"-156.124","29.173","742.087"
"-155.425","43.3218","-330.782"
"-154.103","32.0867","697.338"
"-151.233","22.6988","838.951"
"-148.244","43.0329","-30.9028"
"-146.075","49.4751","-565.419"
"-140.378","55.3986","329.199"
"-135.811","47.4066","58.0096"
"-135.631","42.5897","60.0504"
"-131.707","38.1971","-744.478"
"-128.744","40.4893","-767.839"
"-117.61","849.686","1306.36"
"-103.583","19.8913","1388.05"
"-82.3295","36.1887","-736.766"
"-45.6892","39.5386","664.5"
"-41.6614","23.124","982.789"
"-33.8549","32.1129","968.14"
"-33.5967","31.3932","993.073"
"-27.4764","33.3972","1137.84"
"-22.0046","23.1235","1144.26"
"-20.25","20.4625","1487.5"
"-15.8292","18.151","1397.51"
"-13.9388","18.2493","1313.05"
"-11.2935","21.8117","1436.68"
"-11","20","1511"
"-11","20.758","1461.27"
"-11","130.102","1512.68"
"-10.9514","20.6575","1465.37"
"-9.28997","426.765","1481.56"
"-7.22982","24.1849","1246.18"
"-6.97488","23.0192","1421.55"
"-4.66069","714.008","1395.25"
"-2.3691","31.6813","1122.88"
"-1.88642","849.686","1331.74"
"-1.04128","36.4032","749.34"
"-0.830918","25.9361","1218.76"
"-0.780873","46.9502","615.069"
"6.75593","28.1991","1021.84"
"9.19334","36.3627","708.817"
"10.398","30.4694","838.678"
"11.3689","30.9266","939.135"
"19.6257","31.1592","981.677"
"20.6394","25.4135","994.161"
"31.9509","22.2065","1198.3"
"35.2101","38.8194","795.617"
"62.7293","33.7084","941.885"
"72.4291","25.2582","996.298"
"85.3593","35.6544","661.387"
"86.3515","25.2432","1031.47"
"102.325","40.1069","-736.961"
"121.376","52.0985","529.392"
"126.285","26.6769","908.603"
"131.389","66.176","204.484"
"132.884","42.7381","-359.451"
"133.401","41.5338","784.904"
"144.942","39.4954","84.5602"
"147.223","35.857","633.019"
"148.44","58.3116","392.836"
"152.582","47.4159","677.32"
"153.46","37.3277","-649.845"
"154.452","41.4959","-697.265"
"155.446","50.1167","-466.753"
"157.117","37.9314","721.948"
"161.486","41.4959","-683.791"
"161.721","40.8112","-783.363"
"166.824","55.2732","-128.914"
"166.927","16.1083","-171.314"
"167.729","34.1414","650.971"
"169.741","23.6609","-531.333"
"169.981","37.966","917.399"
"170.696","26.6769","920.154"
"182.403","38.9591","655.289"
"194.566","31.0951","650.655"
"265.636","36.7075","648.698"
"268.29","41.0981","-68.4332"
"268.88","39.4932","141.474"
"271.958","38.6307","286.047"
"274.322","41.7263","-299.014"
"284.542","37.1427","-598.634"
"293.651","35.9076","399.26"
"302.655","35.6399","-721.789"
"309.363","30.6536","652.048"
"311.623","29.8836","676.202"
"389.766","40.9405","-800.959"
"401.102","34.7061","-810.421"
"413.817","35.8799","-624.501"
"413.91","35.2372","-241.344"
"423.341","38.3448","53.3456"
"423.858","36.3592","-439.565"
"424.166","31.9109","-351.539"
"427.449","35.071","-835.797"
"429.18","38.3792","-777.816"
"438.671","31.9109","-360.417"
"439.257","29.6203","-53.3253"
"439.71","31.6454","-154.561"
"445.68","47.4062","-269.568"
"448.917","15.465","-241.533"
"459.133","30.6361","624.478"
"472.791","37.1283","-458.78"
"477.048","35.5332","-607.544"
"531.849","30.441","-133.137"
"534.691","42.2963","-781.954"
"536.927","44.6096","-747.593"
"552.902","30.2562","615.682"
"554.915","42.5572","304.379"
"557.446","39.2325","475.175"
"563.682","45.1364","135.958"
"568.244","45.2066","174.981"
"569.218","44.933","190.52"
"577.129","42.4195","-778.435"
"600.447","33.4461","580.037"
